name,date,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_of_week_Monday,day_of_week_Tuesday,day_of_week_Wednesday,day_of_week_Thursday,tavg,SALES
"New York, NY",2021-01-04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36.40510859838932,19635.73014
"New York, NY",2021-01-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.895550313186355,44500.5141
"New York, NY",2021-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.48157488001301,36385.41986
"New York, NY",2021-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.60253802977304,40387.67507
"New York, NY",2021-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.32864231676563,47292.6916
"New York, NY",2021-01-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.870007321239726,14380.30604
"New York, NY",2021-01-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28.634344749044168,40262.24188
"New York, NY",2021-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.09297974457007,40012.69736
"New York, NY",2021-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.679004311396724,44614.7941
"New York, NY",2021-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.729927601073776,44995.94069
"New York, NY",2021-01-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.749044171479696,16537.19014
"New York, NY",2021-01-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.97201659481005,49206.45514
"New York, NY",2021-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.876433742780435,48031.04063
"New York, NY",2021-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.3859920279834,51812.38076
"New York, NY",2021-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.15032945578784,50849.47028
"New York, NY",2021-01-25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.17587244773448,18117.36201
"New York, NY",2021-01-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35.13121288538192,47847.98139
"New York, NY",2021-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.22036931587081,47626.70549
"New York, NY",2021-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28.379565606442686,51376.65451
"New York, NY",2021-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23948588627673,51257.75597
"New York, NY",2021-02-01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.94591328725411,20333.0991
"New York, NY",2021-02-02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.623858088839484,60033.54965
"New York, NY",2021-02-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.23587413601431,54691.28104
"New York, NY",2021-02-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.03808787278265,67031.81674
"New York, NY",2021-02-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.475083377640296,66758.16819
"New York, NY",2021-02-08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.89690173522162,20375.91938
"New York, NY",2021-02-09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31.209628304896324,51259.1934
"New York, NY",2021-02-10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.30006283532312,47252.86125
"New York, NY",2021-02-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.32456861133936,40957.66396
"New York, NY",2021-02-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.836821499347483,61373.51965
"New York, NY",2021-02-15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.447097491420562,
"New York, NY",2021-02-16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.447097491420562,
"New York, NY",2021-02-17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.158876697762096,
"New York, NY",2021-02-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.283145632945047,
"New York, NY",2021-02-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.836821499347483,34748.63576
"New York, NY",2021-02-22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.96283048963218,31575.27479
"New York, NY",2021-02-23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51.442989027985895,76221.33278
"New York, NY",2021-02-24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.31113151916478,73655.25625
"New York, NY",2021-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44.30180289042487,77332.32882
"New York, NY",2021-02-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.92140751123786,75912.575
"New York, NY",2021-03-01,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,38.66860362936409,21049.14347
"New York, NY",2021-03-02,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,38.93365879514039,51763.32493
"New York, NY",2021-03-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,40.65651737268632,50427.35444
"New York, NY",2021-03-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,45.16245519088335,55289.95785
"New York, NY",2021-03-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5600379395478,56049.44319
"New York, NY",2021-03-08,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,43.70465177911372,20874.54569
"New York, NY",2021-03-09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,47.15036893420557,64790.52417
"New York, NY",2021-03-10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50.19850334063298,57852.81639
"New York, NY",2021-03-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53.90927566150112,64648.75007
"New York, NY",2021-03-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.511692912836686,65628.63535
"New York, NY",2021-03-15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47.81300684864631,21244.07986
"New York, NY",2021-03-16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51.6563067524026,61058.80931
"New York, NY",2021-03-17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49.40333784330409,60356.00056
"New York, NY",2021-03-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,37.60838296625891,67111.33722
"New York, NY",2021-03-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.06618637802854,65068.88993
"New York, NY",2021-03-22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,44.63234485933076,23392.53278
"New York, NY",2021-03-23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,44.89740002510705,62697.43194
"New York, NY",2021-03-24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,46.88531376842928,59499.41431
"New York, NY",2021-03-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44.89740002510705,66699.94299
"New York, NY",2021-03-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47.01784135131742,63730.40285
"New York, NY",2021-03-29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,46.752786185541126,27932.15333
"New York, NY",2021-03-30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,50.06597575774483,75543.11958
"New York, NY",2021-03-31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47.54795168287002,66246.9834
"New York, NY",2021-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,47.351060828117085,73248.01417
"New York, NY",2021-04-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47.647210617869035,66465.91118
"New York, NY",2021-04-05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,55.64325494117164,23428.60556
"New York, NY",2021-04-06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59.493202207946965,60439.63521
"New York, NY",2021-04-07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,60.23357668232684,56629.38847
"New York, NY",2021-04-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56.08747962579957,66932.77785
"New York, NY",2021-04-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.010475420838524,62509.77847
"New York, NY",2021-04-12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60.97395115670671,26054.39125
"New York, NY",2021-04-13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,57.86437836431126,76278.00944
"New York, NY",2021-04-14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,56.08747962579957,67948.14313
"New York, NY",2021-04-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,50.164483830760595,72166.67868
"New York, NY",2021-04-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.091435302496954,67679.42972
"New York, NY",2021-04-19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,49.27603446150475,24939.2725
"New York, NY",2021-04-20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,49.42410935638072,59695.20285
"New York, NY",2021-04-21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,41.27999013820214,67943.81243
"New York, NY",2021-04-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,48.387585092248905,67402.73472
"New York, NY",2021-04-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.71828130778398,67380.07611
"New York, NY",2021-04-26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60.38165157720282,22198.13896
"New York, NY",2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,60.38165157720282,66153.14569
"New York, NY",2021-04-28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,63.19507457984632,64064.79528
"New York, NY",2021-04-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,58.60475283869113,72303.42944
"New York, NY",2021-04-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.90288046679178,71501.57083
"New York, NY",2021-05-03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70.11786758521248,27662.87125
"New York, NY",2021-05-04,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,62.499427243962025,72480.92063
"New York, NY",2021-05-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,57.26174950935234,67997.41625
"New York, NY",2021-05-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,62.975579765290185,76985.29847
"New York, NY",2021-05-07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65.35634237193095,73921.42694
"New York, NY",2021-05-10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55.515856931149116,26024.08903
"New York, NY",2021-05-11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,51.86535426763327,73126.22306
"New York, NY",2021-05-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,52.817659310289585,65959.41264
"New York, NY",2021-05-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58.531489566227414,74388.30243
"New York, NY",2021-05-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.07096967997756,67854.65063
"New York, NY",2021-05-17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64.56275483638403,27083.62
"New York, NY",2021-05-18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,61.22968718708695,70230.17528
"New York, NY",2021-05-19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,64.8801898506028,66346.45938
"New York, NY",2021-05-20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,63.7691673008371,73076.08174
"New York, NY",2021-05-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.78479993591542,71833.44861
"New York, NY",2021-05-24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64.40403732927463,34847.20611
"New York, NY",2021-05-25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,65.19762486482156,78311.11493
"New York, NY",2021-05-26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70.27658509232187,71406.20625
"New York, NY",2021-05-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,72.33991268474385,83867.60278
"New York, NY",2021-05-28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67.41966996435295,82874.85583
"New York, NY",2021-05-31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62.02327472263388,24985.72611
"New York, NY",2021-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,62.52976030104318,61203.48472
"New York, NY",2021-06-02,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,65.47790383095267,58054.94931
"New York, NY",2021-06-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,67.27954709923068,69547.60535
"New York, NY",2021-06-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.95197559590743,65489.49438
"New York, NY",2021-06-07,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,69.57254762249363,24943.11396
"New York, NY",2021-06-08,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,70.88283363578674,68678.74514
"New York, NY",2021-06-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,75.46883468231259,68158.01639
"New York, NY",2021-06-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,76.45154919228243,73802.47771
"New York, NY",2021-06-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.94290644726735,70095.37319
"New York, NY",2021-06-14,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81.8564789971165,25104.52514
"New York, NY",2021-06-15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,79.23590697053028,75176.57181
"New York, NY",2021-06-16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,79.07212121886865,67170.96528
"New York, NY",2021-06-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80.38240723216174,74533.0766
"New York, NY",2021-06-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78.908335467207,74655.35347
"New York, NY",2021-06-21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,76.94290644726735,30603.23458
"New York, NY",2021-06-22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,69.08119036750871,79074.83243
"New York, NY",2021-06-23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,76.45154919228243,68429.37542
"New York, NY",2021-06-24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,80.05483572883847,83305.02306
"New York, NY",2021-06-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80.2186214805001,79989.71021
"New York, NY",2021-06-28,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,73.01204840738804,47487.4791
"New York, NY",2021-06-29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,73.17583415904966,94354.00833
"New York, NY",2021-06-30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,74.6499059240044,84626.64361
"New York, NY",2021-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,78.56778788398832,83570.18153
"New York, NY",2021-07-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72.2730392998112,81254.95007
"New York, NY",2021-07-05,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,74.37128882787025,25094.90708
"New York, NY",2021-07-06,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,73.56426977861676,59414.01757
"New York, NY",2021-07-07,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,74.53269263772094,56900.13083
"New York, NY",2021-07-08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,77.11515359533206,60929.83875
"New York, NY",2021-07-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72.75725072936329,60583.24076
"New York, NY",2021-07-12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,73.72567358846747,23888.49854
"New York, NY",2021-07-13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,74.20988501801955,66887.05028
"New York, NY",2021-07-14,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,74.04848120816887,65812.24028
"New York, NY",2021-07-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,74.04848120816887,68911.59049
"New York, NY",2021-07-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75.98532692637721,69088.49563
"New York, NY",2021-07-19,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,74.04848120816887,23488.35139
"New York, NY",2021-07-20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,72.43444310966191,66212.54944
"New York, NY",2021-07-21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,74.20988501801955,64746.62861
"New York, NY",2021-07-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,75.6625193066758,72033.25042
"New York, NY",2021-07-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.95374978548136,72667.94215
"New York, NY",2021-07-26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,80.98884503174874,26281.5725
"New York, NY",2021-07-27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,82.441479320405,71313.00375
"New York, NY",2021-07-28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,80.02042217264459,65338.55153
"New York, NY",2021-07-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,79.0519993135404,71313.74153
"New York, NY",2021-07-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.98884503174874,70182.76951
"New York, NY",2021-08-02,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72.53593239581436,27839.10306
"New York, NY",2021-08-03,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,75.0043848468945,65768.11417
"New York, NY",2021-08-04,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,75.82720233058788,63366.24646
"New York, NY",2021-08-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,75.6626388338492,73188.3916
"New York, NY",2021-08-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.65001981428126,69990.49549
"New York, NY",2021-08-09,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,79.77672625231611,25839.69847
"New York, NY",2021-08-10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79.61216275557746,70438.58167
"New York, NY",2021-08-11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79.94128974905479,65579.33792
"New York, NY",2021-08-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,80.92867072948685,70336.04438
"New York, NY",2021-08-13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.43498023927083,70656.13361
"New York, NY",2021-08-16,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,75.6626388338492,28217.63917
"New York, NY",2021-08-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,74.18156736320113,63509.35271
"New York, NY",2021-08-18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,68.91553546756347,62544.39069
"New York, NY",2021-08-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,74.83982135015583,70074.1259
"New York, NY",2021-08-20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.1184722653614,75789.10861
"New York, NY",2021-08-23,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,79.94128974905479,31665.98875
"New York, NY",2021-08-24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79.61216275557746,65723.81563
"New York, NY",2021-08-25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,79.94128974905479,61364.12833
"New York, NY",2021-08-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,80.5995437360095,73113.95465
"New York, NY",2021-08-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.96652778819067,72516.8675
"New York, NY",2021-08-30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,78.62478177514538,31286.44292
"New York, NY",2021-08-31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81.42236121970288,81563.7191
"New York, NY",2021-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,77.5036825368587,74537.59181
"New York, NY",2021-09-02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,76.26554960083612,85519.98049
"New York, NY",2021-09-03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75.64648313282483,84890.99701
"New York, NY",2021-09-06,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,73.47975049478529,24112.14292
"New York, NY",2021-09-07,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,72.55115079276834,62309.70597
"New York, NY",2021-09-08,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,71.00348462274012,59611.15333
"New York, NY",2021-09-09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,70.22965153772599,64346.39056
"New York, NY",2021-09-10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.00348462274012,67273.56028
"New York, NY",2021-09-13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.76535168671751,28254.82014
"New York, NY",2021-09-14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,68.21768551668927,70214.74465
"New York, NY",2021-09-15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,67.44385243167514,62048.00389
"New York, NY",2021-09-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,69.76535168671751,73779.06681
"New York, NY",2021-09-17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70.22965153772599,75375.72549
"New York, NY",2021-09-20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74.56311681380505,26806.91403
"New York, NY",2021-09-21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,73.01545064377682,70368.93792
"New York, NY",2021-09-22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,63.11038715559607,67745.02278
"New York, NY",2021-09-23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,62.18178745357912,76299.93785
"New York, NY",2021-09-24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.41992038960171,73662.26993
"New York, NY",2021-09-27,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,68.3724521336921,33478.50521
"New York, NY",2021-09-28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,69.92011830372033,71487.34785
"New York, NY",2021-09-29,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,70.53918477173163,65182.61264
"New York, NY",2021-09-30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,68.3724521336921,76642.60938
"New York, NY",2021-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.498738170346996,64503.16313
"New York, NY",2021-10-04,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,65.2711356466877,24828.0625
"New York, NY",2021-10-05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,64.80906940063092,64093.20896
"New York, NY",2021-10-06,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64.65504731861199,66674.24979
"New York, NY",2021-10-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65.42515772870664,74957.49111
"New York, NY",2021-10-08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.89179810725552,71943.9675
"New York, NY",2021-10-11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,62.19069400630916,26896.43861
"New York, NY",2021-10-12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,62.19069400630916,80651.21792
"New York, NY",2021-10-13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,68.19755520504732,67546.93021
"New York, NY",2021-10-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,61.11253943217666,74947.44167
"New York, NY",2021-10-15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62.34471608832808,75282.81715
"New York, NY",2021-10-18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,53.25741324921136,31512.84222
"New York, NY",2021-10-19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,58.0320977917981,67635.52118
"New York, NY",2021-10-20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62.34471608832808,62690.97639
"New York, NY",2021-10-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,62.960804416403796,70107.87889
"New York, NY",2021-10-22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.8044952681388,67144.31681
"New York, NY",2021-10-25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64.1929810725552,25398.90944
"New York, NY",2021-10-26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,65.2711356466877,69153.19813
"New York, NY",2021-10-27,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,58.64818611987381,66186.96931
"New York, NY",2021-10-28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,54.79763406940062,72484.11576
"New York, NY",2021-10-29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.103391167192434,70402.36264
"New York, NY",2021-11-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,52.310666497959694,23710.90875
"New York, NY",2021-11-02,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46.36590643089868,68475.57285
"New York, NY",2021-11-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,37.956245848227,63110.65639
"New York, NY",2021-11-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39.11619903204378,70963.44708
"New York, NY",2021-11-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.261193180020875,64540.82361
"New York, NY",2021-11-08,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,48.39582450257805,22707.55667
"New York, NY",2021-11-09,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,51.5856957580742,60206.10333
"New York, NY",2021-11-10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,53.18063138582228,55740.905
"New York, NY",2021-11-11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48.39582450257805,62277.79014
"New York, NY",2021-11-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.06095909910479,67858.88806
"New York, NY",2021-11-15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,47.38086546673836,25029.88056
"New York, NY",2021-11-16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,55.64553190143296,74298.93813
"New York, NY",2021-11-17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,56.66049093727264,70504.31931
"New York, NY",2021-11-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44.7709708031506,87020.38736
"New York, NY",2021-11-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.261193180020875,86098.95028
"New York, NY",2021-11-22,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,42.88604687944833,71398.24611
"New York, NY",2021-11-23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44.335988359219314,101899.845
"New York, NY",2021-11-24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50.280748426280326,77311.8375
"New York, NY",2021-11-25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47.67085376269256,
"New York, NY",2021-11-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36.21631607250182,51491.68181
"New York, NY",2021-11-29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,43.32102932337962,24811.07569
"New York, NY",2021-11-30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48.540818650555146,56217.005
"New York, NY",2021-12-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45.9855479578636,53534.01361
"New York, NY",2021-12-02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,42.63437442247274,67395.86653
"New York, NY",2021-12-03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.27446085609086,61541.95639
